C_2ba58216460d43aa986fc0e897537239_0_q#0	what team did unitas play for
C_2ba58216460d43aa986fc0e897537239_0_q#1	how many games did the colts win
C_2ba58216460d43aa986fc0e897537239_0_q#2	who did they play in the playoffs
C_2ba58216460d43aa986fc0e897537239_0_q#3	did they win the super bowl
C_2ba58216460d43aa986fc0e897537239_0_q#4	who did they play in the super bowl
C_2ba58216460d43aa986fc0e897537239_0_q#5	what were unitas stats
C_ae269bdc0d524b599736eb69a322d5b1_1_q#0	Where was he born?
C_ae269bdc0d524b599736eb69a322d5b1_1_q#1	What did he do growing up?
C_ae269bdc0d524b599736eb69a322d5b1_1_q#2	Are there any other interesting aspects about this article?
C_ae269bdc0d524b599736eb69a322d5b1_1_q#3	did he win any awards?
C_ae269bdc0d524b599736eb69a322d5b1_1_q#4	did he win any championships for his school?
C_ae269bdc0d524b599736eb69a322d5b1_1_q#5	What jobs did he work?
C_ae269bdc0d524b599736eb69a322d5b1_1_q#6	Did he go to college?
C_ae269bdc0d524b599736eb69a322d5b1_1_q#7	Did he graduate?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_q#0	Whe was the Indian premier league?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_q#1	what did he do as captain?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_q#2	did he set any other records?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_q#3	did he win any awards?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_q#4	Are there any other interesting aspects about this article?
C_c517b95f33a74cf5ac5b8cc32a6889b8_1_q#5	did he play for any other teams?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#0	Did Steve Young play any notable games while a backup?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#1	Did they win that game?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#2	Did he play any other notable games?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#3	Who were the 49ers playing in this game?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#4	When was this game being played?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#5	Was this game played at the 49ers' stadium or the Vikings' stadium?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#6	Did the 49ers play well during the 1987 to 1990 period?
C_52dfda507a2f476c98e838aa6c80d9e5_1_q#7	Did they ever get to the Super Bowl while Steve Young was there?
C_44cfa9f1a9614dc1970959a59917acbd_1_q#0	What is the colour and the shape
C_44cfa9f1a9614dc1970959a59917acbd_1_q#1	What singles did the album have?
C_44cfa9f1a9614dc1970959a59917acbd_1_q#2	Did they go on tour?
C_44cfa9f1a9614dc1970959a59917acbd_1_q#3	What are some interesting aspects about this article?
C_44cfa9f1a9614dc1970959a59917acbd_1_q#4	What other songs did they have that were featured on films?
C_44cfa9f1a9614dc1970959a59917acbd_1_q#5	Any others?
C_f615186a82b8421aacb4ca18fca24b42_0_q#0	Where did Robson play internationally?
C_f615186a82b8421aacb4ca18fca24b42_0_q#1	Where else did he play after 1956?
C_f615186a82b8421aacb4ca18fca24b42_0_q#2	Who was he playing for in 1957?
C_f615186a82b8421aacb4ca18fca24b42_0_q#3	Which team did he play for longest?
C_f615186a82b8421aacb4ca18fca24b42_0_q#4	What did he do after playing for England?
C_c50f120990f34e0cb4e97ecfbab870af_1_q#0	Was Odissi an acceptable form of dancing during the Medieval era?
